gloss,bbox,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id
,0,25,-1,1,7,83,aslpro,train,http://www.aslpro.com/main/s/siren.swf,0,51875
,189,25,-1,1,8,12,aslsearch,train,http://www.aslsearch.com/signs/videos/siren.mp4,0,51876
size,0,25,4687,4625,0,9,asl5200,val,https://www.youtube.com/watch?v=XB3Q6IX6CBo,0,52045
,596,25,-1,1,1,115,aslbrick,test,http://aslbricks.org/New/ASL-Videos/size.mp4,0,69475
,43,25,-1,1,2,28,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/486960.mp4,0,52046
,124,25,-1,1,3,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468767489.2755.mp4,0,52047
,112,25,-1,1,4,14,handspeak,train,https://www.handspeak.com/word/s/size.mp4,0,52048
,65,25,-1,1,5,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/2/2773.mp4,0,52049
,6,25,-1,1,6,54,aslpro,train,http://www.aslpro.com/main/s/size.swf,0,52050
,211,25,-1,1,7,12,aslsearch,train,http://www.aslsearch.com/signs/videos/size.mp4,0,52051
skate,0,25,4750,4688,0,9,asl5200,val,https://www.youtube.com/watch?v=XB3Q6IX6CBo,0,52053
,192,25,-1,1,1,115,aslbrick,test,http://aslbricks.org/New/ASL-Videos/skate.mp4,0,69476
,99,25,-1,1,3,109,asllex,train,https://youtu.be/OMTuFqjyfDg,0,67208
,95,25,-1,1,4,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22147.mp4,0,52072
,87,25,-1,1,5,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23059.mp4,0,52073
,276,25,-1,1,6,51,nabboud,val,https://www.youtube.com/watch?v=3l7x9IrdoJ8,0,52074
,11,25,-1,1,7,24,aslpro,train,http://www.aslpro.com/main/s/skate.swf,0,52075
,208,25,-1,1,8,12,aslsearch,train,http://www.aslsearch.com/signs/videos/skate.mp4,0,52076
skin,0,25,4984,4938,0,9,asl5200,val,https://www.youtube.com/watch?v=XB3Q6IX6CBo,0,52156
,205,25,-1,1,1,12,aslsearch,test,http://www.aslsearch.com/signs/videos/skin.mp4,0,52167
,60,25,-1,1,2,77,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/185278.mp4,0,52158
,719,25,-1,1,3,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Skin%202-HRC3L6VAl3U.mp4,0,52159
,659,25,-1,1,4,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Skin-HheUtnT-cbM.mp4,0,52160
,140,25,-1,1,5,13,asldeafined,val,https://media.asldeafined.com/vocabulary/1468767631.1819.mp4,0,52161
,80,25,-1,1,7,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7274.mp4,0,52163
,328,25,-1,1,9,5,aslu,train,https://www.youtube.com/watch?v=-IAvO3C9b8k,0,52165
skunk,0,25,5168,5109,0,9,asl5200,val,https://www.youtube.com/watch?v=XB3Q6IX6CBo,0,52213
,59,25,-1,1,1,2,spreadthesign,test,https://media.spreadthesign.com/video/mp4/13/116898.mp4,0,52214
,369,25,-1,1,2,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Skunk--UhawQofdXE.mp4,0,52215
,68,25,-1,1,3,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468767700.9330.mp4,0,52216
,57,25,-1,1,4,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9048.mp4,0,52217
,253,25,-1,1,6,5,aslu,val,https://www.youtube.com/watch?v=jtXHlD18bao,0,52219
,0,25,-1,1,7,25,aslpro,train,http://www.aslpro.com/main/s/skunk.swf,0,52220
,179,25,-1,1,8,12,aslsearch,train,http://www.aslsearch.com/signs/videos/skunk.mp4,0,52221
slice,0,25,5348,5289,0,9,asl5200,val,https://www.youtube.com/watch?v=XB3Q6IX6CBo,0,52372
,85,25,-1,1,1,5,aslu,test,https://www.youtube.com/watch?v=JGMRW0Py_L8,0,52380
,192,25,-1,1,3,108,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/SL/SLICE-1074.mp4,0,66505
,163,25,-1,1,4,12,aslsearch,train,http://www.aslsearch.com/signs/videos/slice.mp4,0,52382
,80,25,-1,1,5,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/91633.mp4,0,52373
,65,25,-1,1,8,14,handspeak,val,https://www.handspeak.com/word/s/slice-cut.mp4,0,52376
,67,25,-1,1,10,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9708.mp4,0,52378
,348,25,-1,1,11,5,aslu,train,https://www.youtube.com/watch?v=ESNqUkNFvkI,0,52379
smooth,0,25,5672,5623,0,9,asl5200,val,https://www.youtube.com/watch?v=XB3Q6IX6CBo,0,52659
,52,25,-1,1,1,2,spreadthesign,test,https://media.spreadthesign.com/video/mp4/13/91634.mp4,0,52660
,794,25,-1,1,3,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Smooth-YGIePRbu40w.mp4,0,52662
,137,25,-1,1,4,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1520783791.6230.mp4,0,52663
,92,25,-1,1,5,14,handspeak,train,https://www.handspeak.com/word/s/smooth.mp4,0,52664
,59,25,-1,1,6,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/9/9647.mp4,0,52665
,341,25,-1,1,7,5,aslu,train,https://www.youtube.com/watch?v=-x-_t0RonJc,0,52666
,203,25,-1,1,9,12,aslsearch,train,http://www.aslsearch.com/signs/videos/smooth.mp4,0,52668
snack,0,25,5735,5673,0,9,asl5200,val,https://www.youtube.com/watch?v=XB3Q6IX6CBo,0,52683
,47,25,-1,1,1,28,spreadthesign,test,https://media.spreadthesign.com/video/mp4/13/481436.mp4,0,52686
,713,25,-1,1,2,45,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hong%20Kong%2C%20Snack-t-w7pCF2qxc.mp4,0,52687
,854,25,-1,1,3,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Snack%202-CtUN_tUG-ZA.mp4,0,52688
,52,25,-1,1,5,20,handspeak,train,https://www.handspeak.com/word/s/snack.mp4,0,52690
,82,25,-1,1,6,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/14/14883.mp4,0,52691
,327,25,-1,1,8,5,aslu,train,https://www.youtube.com/watch?v=nX3l9Z_rOdg,0,52693
,209,25,-1,1,9,12,aslsearch,train,http://www.aslsearch.com/signs/videos/snack.mp4,0,52694
snowman,170,25,-1,1,0,108,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/SN/SNOWMAN-1083.mp4,0,66520
,172,25,-1,1,1,108,aslsignbank,test,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/SN/SNOWMAN-1084.mp4,0,66521
,39,25,-1,1,2,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/116934.mp4,0,52871
,305,25,-1,1,4,14,handspeak,train,https://www.handspeak.com/word/s/snowman.mp4,0,52873
,69,25,-1,1,5,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23163.mp4,0,52874
,316,25,-1,1,6,5,aslu,val,https://www.youtube.com/watch?v=20gCN9CwvDo,0,52875
,5,25,-1,1,7,72,aslpro,train,http://www.aslpro.com/main/s/snowman.swf,0,52876
,201,25,-1,1,8,12,aslsearch,train,http://www.aslsearch.com/signs/videos/snowman.mp4,0,52877
society,0,25,6099,6053,0,9,asl5200,val,https://www.youtube.com/watch?v=XB3Q6IX6CBo,0,52990
,269,25,-1,1,1,5,aslu,test,https://www.youtube.com/watch?v=41s77qLHfiQ,0,52998
,177,25,-1,1,3,108,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/SO/SOCIETY-1092.mp4,0,66526
,231,25,-1,1,4,41,aslsearch,train,http://www.aslsearch.com/signs/videos/society.mp4,0,53000
,72,25,-1,1,6,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/91826.mp4,0,52992
,624,25,-1,1,7,4,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Society%2C%20Sociology-CnEPOgxIoWs.mp4,0,52993
,68,25,-1,1,9,20,handspeak,train,https://www.handspeak.com/word/s/society.mp4,0,52995
,63,25,-1,1,11,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9328.mp4,0,52997
someone,0,25,6471,6422,0,9,asl5200,val,https://www.youtube.com/watch?v=XB3Q6IX6CBo,0,53217
,132,25,6055,5921,1,121,northtexas,test,https://www.youtube.com/watch?v=lvqGMGFmuV4,0,70127
,147,25,-1,1,2,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468776430.6865.mp4,0,53218
,31,25,-1,1,3,20,handspeak,train,https://www.handspeak.com/word/s/someone.mp4,0,53219
,64,25,-1,1,4,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/5/5957.mp4,0,53220
,164,25,-1,1,5,5,aslu,val,https://www.youtube.com/watch?v=s2Ds_-QpWDo,0,53221
,389,25,-1,1,6,5,aslu,train,https://www.youtube.com/watch?v=YkiB6IwSEZI,0,53222
,201,25,-1,1,7,12,aslsearch,train,http://www.aslsearch.com/signs/videos/somebody.mp4,0,53223
song,0,25,6747,6695,0,9,asl5200,val,https://www.youtube.com/watch?v=XB3Q6IX6CBo,0,53260
,384,25,-1,1,1,38,startasl,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/song.mp4,0,53261
,155,25,-1,1,2,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468776572.8219.mp4,0,53262
,82,25,-1,1,3,20,handspeak,train,https://www.handspeak.com/word/s/song.mp4,0,53263
,80,25,-1,1,4,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7756.mp4,0,53264
,71,25,-1,1,5,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/9/9815.mp4,0,53265
,14,25,-1,1,6,24,aslpro,train,http://www.aslpro.com/main/s/song.swf,0,53266
,200,25,-1,1,7,12,aslsearch,train,http://www.aslsearch.com/signs/videos/sing.mp4,0,53267
sore throat,68,25,-1,1,0,2,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/116953.mp4,0,53340
,441,25,-1,1,1,38,startasl,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/sore-throat2.mp4,0,53341
,351,25,-1,1,3,60,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Sore%20Throat-LL1fx8KoKi0.mp4,0,53343
,142,25,-1,1,4,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468776684.2185.mp4,0,53344
,200,25,-1,1,5,34,asldeafined,train,https://media.asldeafined.com/vocabulary/1546575110.61.mp4,0,53345
,83,25,-1,1,6,14,handspeak,val,https://www.handspeak.com/word/s/sore-throat.mp4,0,53346
,70,25,-1,1,7,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9242.mp4,0,53347
,3,25,-1,1,8,84,aslpro,train,http://www.aslpro.com/main/s/sore_throat.swf,0,53348
south america,48,25,-1,1,0,63,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/50819.mp4,0,53457
,438,25,-1,1,1,38,startasl,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/south-america.mp4,0,53458
,610,25,-1,1,2,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20South%20America%202-1aIYTsywonw.mp4,0,53459
,102,25,-1,1,3,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468842105.3625.mp4,0,53460
,56,25,-1,1,4,14,handspeak,train,https://www.handspeak.com/word/s/south-america2.mp4,0,53461
,17,25,-1,1,5,14,handspeak,val,https://www.handspeak.com/word/s/south-america.mp4,0,53462
,52,25,-1,1,6,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/2/2831.mp4,0,53463
,187,25,-1,1,7,12,aslsearch,train,http://www.aslsearch.com/signs/videos/south-america.mp4,0,53464
spanish,169,25,-1,1,0,108,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/SP/SPANISH-1099.mp4,0,66541
,107,25,64,1,1,113,lillybauer,test,https://www.youtube.com/watch?v=o4vJbo7BYtg,0,68750
,66,25,-1,1,4,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23031.mp4,0,53564
,66,25,-1,1,5,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23031.mp4,0,53565
,42,25,-1,1,6,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7082.mp4,0,53566
,255,25,-1,1,7,5,aslu,val,https://www.youtube.com/watch?v=3qTEEFit3gE,0,53567
,299,25,-1,1,9,5,aslu,train,https://www.youtube.com/watch?v=YayPDC6nW34,0,53569
,177,25,-1,1,10,12,aslsearch,train,http://www.aslsearch.com/signs/videos/spanish.mp4,0,53570
speak,0,25,7200,7138,0,9,asl5200,val,https://www.youtube.com/watch?v=XB3Q6IX6CBo,0,53611
,56,25,-1,1,1,0,spreadthesign,test,https://media.spreadthesign.com/video/mp4/13/63583.mp4,0,53620
,153,25,-1,1,2,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468842243.8212.mp4,0,53621
,77,25,-1,1,3,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14613.mp4,0,53622
,62,25,-1,1,4,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6412.mp4,0,53623
,375,25,-1,1,5,5,aslu,val,https://www.youtube.com/watch?v=aPLfEt5n7L0,0,53624
,21,25,-1,1,6,87,aslpro,train,http://www.aslpro.com/main/s/speak.swf,0,53625
,205,25,-1,1,7,12,aslsearch,train,http://www.aslsearch.com/signs/videos/speak.mp4,0,53626
speed,0,25,7450,7401,0,9,asl5200,val,https://www.youtube.com/watch?v=XB3Q6IX6CBo,0,53733
,57,25,-1,1,1,2,spreadthesign,test,https://media.spreadthesign.com/video/mp4/13/310786.mp4,0,53736
,631,25,-1,1,2,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Speed-R9AHSWVb53I.mp4,0,53737
,136,25,-1,1,3,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468842370.6273.mp4,0,53738
,85,25,-1,1,4,20,handspeak,train,https://www.handspeak.com/word/s/speed.mp4,0,53739
,71,25,-1,1,6,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/8/8566.mp4,0,53741
,4,25,-1,1,8,25,aslpro,train,http://www.aslpro.com/main/s/speed.swf,0,53743
,201,25,-1,1,9,12,aslsearch,train,http://www.aslsearch.com/signs/videos/speed.mp4,0,53744
spell,347,25,-1,1,0,117,aslbrick,val,http://aslbricks.org/New/ASL-Videos/spell.mp4,0,69487
,72,25,-1,1,1,2,spreadthesign,test,https://media.spreadthesign.com/video/mp4/13/94032.mp4,0,53771
,687,25,-1,1,2,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Spell-Y5ZBfkibfh4.mp4,0,53772
,94,25,-1,1,3,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468842403.5673.mp4,0,53773
,46,25,-1,1,4,20,handspeak,train,https://www.handspeak.com/word/s/spell.mp4,0,53774
,66,25,-1,1,5,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/14/14371.mp4,0,53775
,38,25,-1,1,7,87,aslpro,train,http://www.aslpro.com/main/s/spell.swf,0,53777
,209,25,-1,1,8,12,aslsearch,train,http://www.aslsearch.com/signs/videos/spell.mp4,0,53778
spoon,0,25,7676,7624,0,9,asl5200,val,https://www.youtube.com/watch?v=XB3Q6IX6CBo,0,54001
,0,25,-1,1,1,25,aslpro,test,http://www.aslpro.com/main/s/spoon_serving.swf,0,54011
,605,25,-1,1,4,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Soup%2C%20Spoon-vAx8Y7ThSvM.mp4,0,54004
,83,25,-1,1,5,109,asllex,train,https://youtu.be/V8i8b5iCWVc,0,67234
,195,25,-1,1,6,12,aslsearch,train,http://www.aslsearch.com/signs/videos/spoon.mp4,0,54014
,64,25,-1,1,8,14,handspeak,val,https://www.handspeak.com/word/s/spoon-cutlery.mp4,0,54006
,76,25,-1,1,9,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7305.mp4,0,54007
,72,25,-1,1,10,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7371.mp4,0,54008
spring,49,25,-1,1,0,63,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/50820.mp4,0,54116
,433,25,-1,1,1,38,startasl,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/spring.mp4,0,54117
,473,25,-1,1,2,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Plant%2C%20Spring%2C%20Volcano-WpF9NXrdLGQ.mp4,0,54118
,147,25,-1,1,3,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468842764.4059.mp4,0,54119
,68,25,-1,1,4,14,handspeak,train,https://www.handspeak.com/word/s/spring-season.mp4,0,54120
,92,25,-1,1,5,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/22/22294.mp4,0,54121
,12,25,-1,1,7,72,aslpro,train,http://www.aslpro.com/main/s/spring_season.swf,0,54123
,201,25,-1,1,8,12,aslsearch,train,http://www.aslsearch.com/signs/videos/spring.mp4,0,54124
standard,0,25,8101,7979,0,9,asl5200,val,https://www.youtube.com/watch?v=XB3Q6IX6CBo,0,54362
,15,25,-1,1,1,2,spreadthesign,test,https://media.spreadthesign.com/video/mp4/13/117010.mp4,0,54363
,337,25,-1,1,2,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Standard%202-tFDrmD0-6g0.mp4,0,54364
,37,25,-1,1,4,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468866204.4827.mp4,0,54366
,48,25,-1,1,5,20,handspeak,train,https://www.handspeak.com/word/s/standard.mp4,0,54367
,17,25,-1,1,6,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/2/2874.mp4,0,54368
,0,25,-1,1,7,25,aslpro,train,http://www.aslpro.com/main/s/standard.swf,0,54369
,183,25,-1,1,8,12,aslsearch,train,http://www.aslsearch.com/signs/videos/common.mp4,0,54370
statistics,0,25,8368,8309,0,9,asl5200,val,https://www.youtube.com/watch?v=XB3Q6IX6CBo,0,54529
,633,25,-1,1,1,4,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Statistics-_mfWrTUkZzA.mp4,0,54530
,410,25,-1,1,2,73,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20statistics-QE_XwWQGZkA.mp4,0,54531
,34,25,-1,1,3,20,handspeak,train,https://www.handspeak.com/word/s/statistics.mp4,0,54532
,70,25,-1,1,4,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9385.mp4,0,54533
,323,25,-1,1,5,5,aslu,val,https://www.youtube.com/watch?v=YmwLY53DY7o,0,54534
,0,25,-1,1,6,25,aslpro,train,http://www.aslpro.com/main/s/statistics.swf,0,54535
,236,25,-1,1,7,41,aslsearch,train,http://www.aslsearch.com/signs/videos/statistics.mp4,0,54536
sticky,0,25,8629,8573,0,9,asl5200,val,https://www.youtube.com/watch?v=XB3Q6IX6CBo,0,54761
,645,25,-1,1,1,6,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Sticky-7JRKx1c7VpY.mp4,0,54762
,707,25,-1,1,2,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Sticky-MawSyPHvBBo.mp4,0,54763
,163,25,-1,1,3,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468866870.584.mp4,0,54764
,24,25,-1,1,4,20,handspeak,train,https://www.handspeak.com/word/s/sticky.mp4,0,54765
,58,25,-1,1,5,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/2/2894.mp4,0,54766
,96,25,-1,1,6,5,aslu,train,https://www.youtube.com/watch?v=ccpGjd38TAA,0,54767
,230,25,-1,1,7,41,aslsearch,train,http://www.aslsearch.com/signs/videos/sticky.mp4,0,54768
still,50,25,-1,1,2,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/9/9735.mp4,0,54787
,302,25,-1,1,3,5,aslu,test,https://www.youtube.com/watch?v=bfXH1Yolqys,0,54788
,26,25,-1,1,4,87,aslpro,train,http://www.aslpro.com/main/s/still.swf,0,54789
,145,25,-1,1,5,98,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/ST/STILL-1118.mp4,0,66555
,11,25,-1,1,6,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/89956.mp4,0,54780
,195,25,-1,1,8,41,aslsearch,val,http://www.aslsearch.com/signs/videos/still.mp4,0,54791
,139,25,-1,1,9,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468896034.8412.mp4,0,54781
,30,25,-1,1,10,14,handspeak,train,https://www.handspeak.com/word/s/still.mp4,0,54782
stretch,33,25,-1,1,1,26,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/306757.mp4,0,55188
,580,25,-1,1,2,32,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Stretch-WaGOoNqh1Jk.mp4,0,55189
,26,25,-1,1,3,20,handspeak,train,https://www.handspeak.com/word/s/stretch.mp4,0,55190
,30,25,-1,1,4,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/2/2914.mp4,0,55191
,248,25,-1,1,5,5,aslu,train,https://www.youtube.com/watch?v=cps41K1lAP0,0,55192
,249,25,-1,1,6,5,aslu,val,https://www.youtube.com/watch?v=dEhi6l33l3A,0,55193
,0,25,-1,1,7,24,aslpro,train,http://www.aslpro.com/main/s/stretch.swf,0,55194
,201,25,-1,1,8,12,aslsearch,train,http://www.aslsearch.com/signs/videos/stretch.mp4,0,55195
surgeon,0,25,10782,10720,0,9,asl5200,val,https://www.youtube.com/watch?v=XB3Q6IX6CBo,0,56072
,110,25,-1,1,1,109,asllex,test,https://youtu.be/WyxGyhlhT6g,0,67266
,349,25,-1,1,2,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/surgeon.mp4,0,56073
,69,25,-1,1,3,20,handspeak,train,https://www.handspeak.com/word/s/surgeon2.mp4,0,56074
,69,25,-1,1,4,20,handspeak,train,https://www.handspeak.com/word/s/surgeon.mp4,0,56075
,56,25,-1,1,5,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/5/5790.mp4,0,56076
,23,25,-1,1,6,72,aslpro,train,http://www.aslpro.com/main/s/surgeon.swf,0,56077
,237,25,-1,1,7,41,aslsearch,train,http://www.aslsearch.com/signs/videos/surgeon.mp4,0,56078
sweden,0,25,11174,11109,0,9,asl5200,val,https://www.youtube.com/watch?v=XB3Q6IX6CBo,0,56270
,417,25,-1,1,1,38,startasl,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/sweden.mp4,0,56271
,429,25,-1,1,2,45,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Sweden%202-GGRDgXdjjBQ.mp4,0,56272
,418,25,-1,1,3,45,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Sweden-RjRyTBt8JRk.mp4,0,56273
,52,25,-1,1,4,14,handspeak,train,https://www.handspeak.com/word/s/sweden.mp4,0,56275
,70,25,-1,1,5,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/14/14822.mp4,0,56276
,298,25,-1,1,6,5,aslu,train,https://www.youtube.com/watch?v=UVx4jfNs0nQ,0,56277
,15,25,-1,1,8,87,aslpro,train,http://www.aslpro.com/main/s/sweden_b.swf,0,56279
swimsuit,60,25,-1,1,0,40,asldeafined,val,https://media.asldeafined.com/vocabulary/1489411491.1114.mp4,0,56367
,48,25,-1,1,1,20,handspeak,test,https://www.handspeak.com/word/s/swimsuit-bottom.mp4,0,56368
,55,25,-1,1,2,20,handspeak,train,https://www.handspeak.com/word/s/swimsuit-torso.mp4,0,56369
,32,25,-1,1,3,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14894.mp4,0,56370
,50,25,-1,1,4,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14895.mp4,0,56371
,52,25,-1,1,5,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/14/14896.mp4,0,56372
,62,25,-1,1,6,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14897.mp4,0,56373
,10,25,-1,1,7,72,aslpro,train,http://www.aslpro.com/main/s/swimsuit.swf,0,56374
sympathy,0,25,11498,11409,0,9,asl5200,val,https://www.youtube.com/watch?v=XB3Q6IX6CBo,0,56480
,92,25,-1,1,1,109,asllex,test,https://youtu.be/VrV6GnT3t98,0,67274
,53,25,-1,1,2,28,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/486582.mp4,0,56481
,122,25,-1,1,3,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468714947.6569.mp4,0,56482
,65,25,-1,1,4,20,handspeak,train,https://www.handspeak.com/word/s/sympathy.mp4,0,56483
,96,25,-1,1,6,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/23/23282.mp4,0,56485
,0,25,-1,1,8,30,aslpro,train,http://www.aslpro.com/main/s/sympathy.swf,0,56487
,201,25,-1,1,9,12,aslsearch,train,http://www.aslsearch.com/signs/videos/sympathy.mp4,0,56488
take turns,369,25,-1,1,0,38,startasl,val,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/take-turns.mp4,0,56762
,84,25,-1,1,1,13,asldeafined,test,https://media.asldeafined.com/vocabulary/1468947669.8025.mp4,0,56763
,93,25,-1,1,2,15,asldeafined,train,https://media.asldeafined.com/vocabulary/1499872549.8569.mp4,0,56764
,37,25,-1,1,3,20,handspeak,train,https://www.handspeak.com/word/t/take-turns.mp4,0,56765
,60,25,-1,1,4,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22399.mp4,0,56766
,64,25,-1,1,5,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/22/22400.mp4,0,56767
,77,25,-1,1,6,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/5/5709.mp4,0,56768
,77,25,-1,1,7,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/5/5709.mp4,0,56769
take up,0,25,170,124,0,9,asl5200,val,https://www.youtube.com/watch?v=x6CehcknaH8,0,56770
,98,25,112,1,1,113,lillybauer,test,https://www.youtube.com/watch?v=pygvsiDs8ew,0,68816
,116,25,-1,1,2,109,valencia-asl,train,https://www.youtube.com/watch?v=X5yL1wBiFhU,0,68164
,667,25,-1,1,3,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Adopt%2C%20Host-RVhtwm64uyk.mp4,0,56771
,175,25,-1,1,4,46,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Host-379faVY_wzA.mp4,0,56772
,75,25,-1,1,5,13,asldeafined,val,https://media.asldeafined.com/vocabulary/1466170437.4315.mp4,0,56773
,65,25,-1,1,6,20,handspeak,train,https://www.handspeak.com/word/t/take-up.mp4,0,56774
